,0
Trilobit___Dabeat,
Sorry I Ain't Sorry___Syn Cole,
"Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"") [Full Version]___Akano",
Konoha Peace___Kato,
FourFiveSeconds___Rihanna,
Under Control (feat. Hurts)___Calvin Harris,
All About Us___He Is We,
Friends (with BloodPop®)___Justin Bieber,
All I Want Is to Be With You___John Mayer,
Andhamaina Seetakoka Chiluka___Soosaj Santhosh,
Beautiful Creatures (feat. MAX)___ILLENIUM,
Sad Boy (feat. Ava Max & Kylie Cantrall)___R3HAB,
Rx (Medicate)___Theory of a Deadman,
"Bezubaan Kab Se (From ""Street Dancer 3D"")___Siddharth Basrur",
And Then You Came___FERR,
State Of Grace (Taylor's Version)___Taylor Swift,
Butterflies___James TW,
What It Means To Love___Evan Call,
Be Your Man___Rhys Lewis,
Heart Of A Champion (feat. Papa Roach & Ice Nine Kills)___Hollywood Undead,
Utakata-Uta___RADWIMPS,
My Mother and My Father___Lorenzo Ferrara,
Leave Out All The Rest___Linkin Park,
Your Song - Cheat Codes Remix___Rita Ora,
Willow Tree___Rival,
Core (That's Who We Are)___VIZE,
Fragile___Kygo,
Talk Fast___5 Seconds of Summer,
Heavy (feat. Kiiara)___Linkin Park,
Supernovacane___Marshmello,
17___MK,
Renegades - Stash Konig Remix___X Ambassadors,
Aquaman___WALK THE MOON,
BTS Performs 'Fix You' (Coldplay Cover) | MTV Unplugged Presents: BTS___,
Luck Pusher___FINNEAS,
Trust the Universe___Chama Wijnen,
The Kids Aren't Alright___The Offspring,
Don't Give Up On Me Now___R3HAB,
To the Limit___Yuki Hayashi,
One More Dance (with Alida)___R3HAB,
Work This Body___WALK THE MOON,
For the First Time___The Script,
Union___Her,
On Top Of The World___Imagine Dragons,
Sunset___The Midnight,
Mutual Love___Shallou,
Your Love___David Guetta,
Family - Dirty Audio Remix___The Chainsmokers,
Crystalline___The Midnight,
Sadness and Sorrow___R A Y,
Hello___Adele,
Sour Patch Kids___Bryce Vine,
Ending___Peter Sandberg,
FILO___Traßel SüD,
We Will Rock You - 2020 Remaster___Nickelback,
idontwannabeyouanymore___Billie Eilish,
"I miss you, I’m sorry___Gracie Abrams",
End Of Summer___Nico Santos,
Cleopatra___The Lumineers,
Los Angeles___The Midnight,
Birds (feat. Elisa)___Imagine Dragons,
Next to You___Cat Trumpet,
Heavenly Side - NGHTMRE Remix___ILLENIUM,
Faint of Heart___The Strike,
Ride___Twenty One Pilots,
You Don't Know___Eminem,
Glad You Came___The Wanted,
Hearts on Fire___ILLENIUM,
Bleed It Out___Linkin Park,
Won't Stop Running___A Great Big World,
Dying To Believe___Papa Roach,
Good Without___Mimi Webb,
Never Enough___Loren Allred,
Losing It___FISHER,
What'd I Miss___Daveed Diggs,
Summer Of Love___U2,
Somewhere Only We Know___Keane,
Melodies___Hot Shade,
If You Ever Change Your Mind___Calum Scott,
Orphans___Coldplay,
Jealous___Labrinth,
Once Upon A Time Lo___Dr,
Cinema Choopistha Mama___Simha Yadgiri,
Nobody Compares To You (feat. Katie Pearlman)___Gryffin,
Hands - Arman Cekin Remix___Gareth Emery,
Avocado Toast___Sexy Pigeon,
Knightriders___Fury Weekend,
Repeat After Me___Dimitri Vegas & Like Mike,
Sad But True___Metallica,
colorblind___Mokita,
Emotions___XXTRACKK,
High Beliefs___Moments of Clarity,
Guardian___Lindsey Stirling,
OUT OUT (feat. Charli XCX & Saweetie)___Joel Corry,
Hold On (feat. Michel Zitron)___Martin Garrix,
The Black___VHS Collection,
Home Sweet Home (feat. ALMA & Digital Farm Animals)___Sam Feldt,
I'm Not The Only One___Sam Smith,
Calling - Original Instrumental Radio Edit___Sebastian Ingrosso,
Closer To You___Rasmus Hagen,
Chasing Cars___Snow Patrol,
幻昼 - 钢琴版___文武贝,
Grade A (feat. JAWNY)___spill tab,
Dive___KAAZE,
Everlasting Energy___dreem,
Cold Water___Major Lazer,
Shots - Broiler Remix___Imagine Dragons,
Every Night___Imagine Dragons,
TINFOIL___Linkin Park,
fine della vento aureo___Yugo Kanno,
Pure___Taichi Mukai,
Truly Madly Deeply___Pulsedriver,
You And Me___Lifehouse,
Guns and Ships___Leslie Odom Jr.,
Blue Lounge___ØDYSSEE,
All the Fucking Time___Loote,
Coming Home___Dimitri Vangelis & Wyman,
Chamak Cham___S. P. Balasubrahmanyam,
Nunchuk___SAINT PHNX,
Kataware Doki (Kimi No Na Wa Original Soundtrack)___Theishter,
Cake Face___Steve Aoki,
Talking to Myself___Linkin Park,
I Touched the Fire___Casey Breves,
The Comeback Kid___The Midnight,
Dementia___Owl City,
When I'm Down (feat. Aron Blom)___Lucas & Steve,
There's Nothing Holdin' Me Back___Shawn Mendes,
Crying for Rain but is it okay if it's lofi?___Kijugo,
HOLD YOU DOWN___X Ambassadors,
SKIN TO BONE___Linkin Park,
Intermission___Paul Dennehy,
Take It All Away___Owl City,
Maate Vinadhuga___Sid Sriram,
Collide___Howie Day,
In Context___Primer Dia,
Kirameki (Your Lie in April)___Bobu Sama,
Downfall___Essenger,
See You Again (feat. Charlie Puth)___Wiz Khalifa,
Some Say - Felix Jaehn Remix___Nea,
Blood Brothers___Papa Roach,
It Comes Back To You___Imagine Dragons,
Low___Coldplay,
160: Bang Like a Pilgrim with Emily Willis___Stiff Socks,
Professional Lovers - Mokita Remix___Jared Lee,
U Are My High___DJ Snake,
Chasing Highs___ALMA,
Anywhere With You___Afrojack,
Escapade___Skrux,
Waiting on the Summer (Inukshuk Remix)___VHS Collection,
Better Days - from One Night In Malibu___OneRepublic,
Summer Feeling___Matoma,
Kaikai Kitan___Eve,
Drive - Edit___Black Coffee,
Love Me Like You Never Did - Acoustic Version___Markus Schulz,
Sober___Demi Lovato,
Castle on the Hill___Ed Sheeran,
Vutuka___Lost Desert,
Theemai Dhaan Vellum - Awakening the Monster___Hiphop Tamizha,
On & On___Cartoon,
Fast Lane___Palm Trees,
Softening Frequencies Part 1___Asana Ventus,
Shoukei to Shikabane no Michi Lofi___Cadred,
Sons and Daughters___Allman Brown,
everything i wanted___Billie Eilish,
Blanket of Peace___Mr Pillow,
Theme of Ms. Okudera___RADWIMPS,
Sugar (feat. Francesco Yates)___Robin Schulz,
Come On___A Great Big World,
想い___Taku Iwasaki,
Lethargy___Bastille,
Letting Go___Hogland,
Never Going Back___The Score,
Hey Badhulu Cheppavey___Haricharan,
Because Of You___Gardiner Sisters,
This Feeling___The Chainsmokers,
Afterglow___Samuel Meadow,
I’ll Make It Up To You___Imagine Dragons,
Final Masquerade___Linkin Park,
No Heroes (feat. Luciana)___Firebeatz,
River of Darkness___The Midnight,
Sleeping In My Head (Manta Circle Remix)___Siine,
The Heat___The Score,
Lullaby___Sigala,
All For You (feat. Kiesza) - Blanke Remix___Rynx,
Floating Dead Leaves___R A Y,
Sweater Weather___The Neighbourhood,
These Days___Bon Jovi,
Greatest___Eminem,
Right Hand Man___Lin-Manuel Miranda,
sweden ~ minecraft lofi___Closed on Sunday,
Who Am I to Stand in Your Way___Chester See,
Your Touch___The Black Keys,
When I'm Gone (with Katy Perry)___Alesso,
Katchi - Ofenbach vs. Nick Waterhouse___Ofenbach,
No Matter What___Papa Roach,
Slow___SHY Martin,
Where the Poison Is___FINNEAS,
Dancing On My Own___Calum Scott,
常にトップを狙う者___Yuki Hayashi,
Ho Hey___The Lumineers,
Stressed Out___Twenty One Pilots,
Waiting___Vicetone,
Chasing Kites___PARTYOFØNE,
"Blue Bird (From ""Naruto Shippuden"")___Minijau",
Too Much___Alarc,
Slumbers___Cave Painters,
Akaza Theme___Samuel Kim,
Praying___Kesha,
"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")___Ayushmann Khurrana",
No Time To Die___Billie Eilish,
Blockbuster___Shreya Ghoshal,
You & Me___James TW,
Deep Breathing___Heddwch,
Thammudu Are Thammudu___Chiranjeevi,
Centuries___Fall Out Boy,
Angela___The Lumineers,
Xtal___Aphex Twin,
Is It Just Me? (feat. JP Cooper)___Emily Burns,
Morenita - Matt Sassari Remix___HUGEL,
Relief___Prashanth Srinivas,
Falling Up___Dean Lewis,
Polar___Damian Thorpe,
Kids in Love (feat. The Night Game)___Kygo,
Eye Of The Beholder___Metallica,
Vaazhkai Oru___Mickey J. Meyer,
Shine A Light___Bryan Adams,
Wouldn’t Change A Thing___ILLENIUM,
The Heart Wants What It Wants___Selena Gomez,
In These Arms___Bon Jovi,
Snap Out Of It___Arctic Monkeys,
Here With Me___Marshmello,
My December___Linkin Park,
Sayyare Sayya___Kalpana Khan,
All Into Nothing___R3HAB,
Arabesque___Coldplay,
I Got A Feeling___Felix Jaehn,
いつの日か -Believe me-___阿保 剛,
Is There Someone Else?___The Weeknd,
So Close___NOTD,
Don’t Give Up On Me___Andy Grammer,
"Somnus (Instrumental Version) (From ""Final Fantasy XV"")___Yoko Shimomura",
Acceptance___Johann Eder,
All Good___Garrett Kato,
you heard me___Heather Sommer,
I'm Just a Kid___Simple Plan,
Trouble___Imagine Dragons,
Wide Awake___VHS Collection,
Stole the Show - Live from Spotify London___Kygo,
Don't Give Up on Love___Kygo,
bubblegum k.k. ~ animal crossing lofi___Closed on Sunday,
KESI - Remix___Camilo,
Daniel In The Den___Bastille,
リセット___Taichi Mukai,
Electricity (with Dua Lipa)___Silk City,
Flawless White Noise___Mind & Ears,
Gettin' Over (feat. Chris Willis)___David Guetta,
Chitti___Ram Miriyala,
Tie Me Down (feat. Elley Duhé) - Blanke Remix___Gryffin,
Tum Ko___Kavita Krishnamurthy,
Beautiful___Kygo,
Symphony___Sheppard,
this is me trying___Taylor Swift,
Lie To Me___5 Seconds of Summer,
Solo (feat. Demi Lovato)___Clean Bandit,
No Club Nights___Polis Sitz,
Play___Jax Jones,
Used To - BEAUZ Remix___Sandro Cavazza,
Karuna___Joseph Sai,
Not Over You___Gavin DeGraw,
Calling All Angels___Train,
"i hate u, i love u (feat. olivia o'brien)___Garrett Nash",
First Time (feat. iann dior) - Goodboys Remix___ILLENIUM,
The Outfield - The Midnight Remix___The Night Game,
Take Me Home (feat. Bebe Rexha)___Cash Cash,
Kathi Lanti Pilla___Thaman S,
Giants___Jackson Guthy,
Stop Myself (Only Human)___Calum Scott,
Be Your Sound - Live Acoustic Version___Cosmic Gate,
Save Me___Party Favor,
I'll Wait___Kygo,
Be There___Seafret,
exile (feat. Bon Iver) - the long pond studio sessions___Taylor Swift,
Bitter (feat. Trevor Daniel)___FLETCHER,
Pray For Me (with Kendrick Lamar)___The Weeknd,
Already Gone___Sleeping At Last,
Cold Feet___Loud Luxury,
Kyoran Hey Kids!! (Noragami Aragoto)___Otaku,
Me And My Broken Heart___Rixton,
Frontiers Are Where You Find Them___Trevor Kowalski,
What Do You Love___Seeb,
Burn___NIGHT TRAVELER,
It's a Beautiful Day___Michael Bublé,
"Dooriyan (From ""Love Aaj Kal"")___Mohit Chauhan",
Change It (with Liel Kolet)___Last Heroes,
Kimimaro's Demise (Naruto)___Hikigai,
Formula 1 Theme___Brian Tyler,
Sovereign Light Café___Keane,
Can I Be Him___James Arthur,
Alewife___Clairo,
Happier___Marshmello,
Sunshine - Acoustic Version___OneRepublic,
Creatures Of The Night___Hardwell,
Raataan Lambiyan___Tanishk Bagchi,
Drive___Ben Rector,
Prayer in C - Robin Schulz Radio Edit___Lilly Wood and The Prick,
Sparkle - English Version___RADWIMPS,
Happiest Year___Jaymes Young,
It's You___Ali Gatie,
Abhi Abhi___KK,
Just Friends___Hayden James,
Dreamer___Axwell /\ Ingrosso,
Big Love (with Wrabel)___Klingande,
Demon Slayer Gurenge LOFI___Sunday Vibes,
Back Home (Radio Edition)___Andy Grammer,
NDA___Billie Eilish,
Selene___Imagine Dragons,
SOS (feat. Aloe Blacc)___Avicii,
Anima Mea___Sajanka,
I Bet My Life - Bastille Remix___Imagine Dragons,
Fire Escape___Andrew McMahon in the Wilderness,
"5 Centimeters Per Second (End Theme)___give me your rain,",
Paradise (feat. Dermot Kennedy)___MEDUZA,
Who I Am___Celine Tam,
Floripa___Ray Ben Rue,
Amazing___Kanye West,
Yegasi Yegasi___Harris Jayaraj,
Clean___Travis Atreo,
"Mehram (From ""Jersey"")___Sachet Tandon",
Taarefon Se___Amit Trivedi,
Shape of You___Ed Sheeran,
Dreams & Calmness___X.L.T,
One More Night___Maroon 5,
Burn Out___Imagine Dragons,
The Broken___3 Doors Down,
Back to You___Timecop1983,
Raging (feat. Kodaline)___Kygo,
The Deep End___I Revolt,
Free Fall___ILLENIUM,
Love Yourself___Justin Bieber,
"Nails, Hair, Hips, Heels___Todrick Hall",
One For The Road___Arctic Monkeys,
Daydream___Broiler,
Gold___Owl City,
"Never Coming Back (From ""Violet Evergarden"")___Fonzi M",
I Always Wanna Die (Sometimes)___The 1975,
Call You Mine___The Chainsmokers,
"How Far I'll Go - From ""Moana""___Alessia Cara",
I Still Do___Mokita,
Do You Mean___The Chainsmokers,
Fearless Pt. II___Lost Sky,
Unusual changes of two___RADWIMPS,
Higher___The Saturdays,
Cold Water___Theory of a Deadman,
Shades In The Rain___Sandro Cavazza,
Faded Memory___Planète,
Swish Swish - Cheat Codes Remix___Katy Perry,
Midnight Sun___OTR,
One More Time___Ranjith Govind,
Fairy Fountain___Kato,
Perfect (feat. Haris)___Lucas & Steve,
The Ocean (feat. Shy Martin)___Mike Perry,
Rush Over Me___Seven Lions,
Dream Lantern - English Version___RADWIMPS,
X-Ecutioner Style (feat. Black Thought)___Linkin Park,
When Legends Rise___Godsmack,
Animals___Maroon 5,
New Endings___Bon Vie,
When You Love Someone___James TW,
Natural___Imagine Dragons,
Ocean___Alok,
Broken Promises___Bon Vie,
Help Me Lose My Mind___Disclosure,
Ppr:kut (Cheapshot and Jubacca Reanimation) [feat. Rasco and Planet Asia]___Linkin Park,
Something Comforting___Porter Robinson,
Everybody Hates Me___The Chainsmokers,
The Storm___Notaker,
Brené Brown Returns___Armchair Expert with Dax Shepard,
Remind Me to Forget - Syn Cole Remix___Kygo,
We’re The Same‬‬___Vigiland,
Stay___OTR,
Sunday Glide___Kermesse,
Classic___MKTO,
Aashiquii Kaa Gum___Salman Ali,
Orbit___Epic Centre,
You and I___Wahlstedt,
Whataya Want from Me___Adam Lambert,
Seeing Blind___Niall Horan,
Let Me Down Slowly (Ibara Remix)___Alex Benjamin,
"Oh, Miles___Lane 8",
Farewell Trance - Instrumental___Shankar-Ehsaan-Loy,
Choices___Eoin Henderson,
Brother (feat. Gavin DeGraw)___NEEDTOBREATHE,
Maze___Mike Perry,
Wildest Dreams___Taylor Swift,
Sunrise Catrin___Mayeda Taki,
Steal My Girl___One Direction,
Midnight (feat. Liam Payne)___Alesso,
Rude (Acoustic)___MAGIC!,
Safe With Me (with Audrey Mika) - Acoustic___Gryffin,
Freaks___Surf Curse,
Around the World (feat. NOUMENN) [Official Sunburn Goa Anthem 2021]___KSHMR,
Falling Apart___Papa Roach,
We Are!___Kato,
Someone To You___BANNERS,
Shelter___FINNEAS,
Stay___Gracie Abrams,
There for You___Martin Garrix,
the 1___Taylor Swift,
Gratitude___Stone Desert,
Something Lite___B Beatz,
A Cruel Angel's Thesis (Neon Genesis Evangelion)___Bobu Sama,
Shotgun___George Ezra,
mad woman___Taylor Swift,
bury a friend___Billie Eilish,
Be Kind (with Halsey)___Marshmello,
Magic___Coldplay,
Up All Night___R3HAB,
Why This Kolaveri Di? - The Soup of Love___Anirudh Ravichander,
Top Of The World___The Score,
Not All Heroes Wear Capes___Owl City,
Meant to Be (feat. Florida Georgia Line)___Bebe Rexha,
The Beginning___ONE OK ROCK,
Po Urave___Sid Sriram,
Yesterday___Imagine Dragons,
Wasted Time___Feather,
Before You Go___Lewis Capaldi,
Photograph___Ed Sheeran,
Dancing In The Dark___Imagine Dragons,
Stay With Me___CHANYEOL,
Stars - The Shack Film Version___Skillet,
Entirety___Bon Vie,
Calm Wilderness___Night Sounds,
The Ending___Papa Roach,
Deadmen___SAINT PHNX,
Story of My Life___One Direction,
Scared to Be Lonely___Martin Garrix,
Botanical Garden Of Droids___Nexterday Visitors,
ヴィランの侵攻___Yuki Hayashi,
All My Friends___AJ Mitchell,
I Choose You___Sara Bareilles,
I Miss You - Paddy's Song___Gavin James,
my war but it's lofi (attack on titan)___kurochuu.,
Tere Liye___Madan Mohan,
You & I___Sondrio,
Figure 8___Ellie Goulding,
That Would Be Enough___Phillipa Soo,
Learning To Fly - Revolt Remix___Sheppard,
Monsters Theme___Jon Hopkins,
Shirohae___Casper Esmann,
Change___Orchestrate the Universe,
the movies (feat. Charli Adams)___Nightly,
Out of Time___The Weeknd,
Rock N Roll Train___AC/DC,
Love No More___Loud Luxury,
Light Rain and Thunder___Mindful Measures,
What If___Coldplay,
Beautiful Now___Zedd,
Best Part of Me (feat. YEBBA)___Ed Sheeran,
willow___Taylor Swift,
Hopeless Romantics___James TW,
Change the World - (From ''Inuyasha'') OP but it’s lofi___Ajotabeats,
Stone Cold___Demi Lovato,
What is true motivation?___Woice with Warikoo Podcast,
Not The Only One___Papa Roach,
party favor___Billie Eilish,
君を超えて___Yuki Hayashi,
Crocodile Tears (feat. Jens Hult)___BUNT.,
Lean___VHS Collection,
S&M___Rihanna,
Turn The Page___Metallica,
retrospect___Gino Ferrero,
Robbers___The 1975,
Prarie Whisper___Cooper Sams,
Role Model___Eminem,
Islands___R3HAB,
Make Me Move___Culture Code,
It's All on U - T-Mass & LZRD Remix___ILLENIUM,
Becoming___Volbeat,
Just Hold On___Steve Aoki,
Zanzara___KAIOS,
Firing Squad___Lifehouse,
Yentha Sakkagunnave___Devi Sri Prasad,
Doing To Me___Astrid S,
Let It Go___James Bay,
The Champion___The Score,
Smoke And Mirrors___Imagine Dragons,
Leave Before You Love Me (with Jonas Brothers)___Marshmello,
7 Minutes___Dean Lewis,
Jupiter___The Boy And The String Machine,
Oasis___Yi Nantiro,
Airborne___Crow City,
Are You With Me - Harold van Lennep Piano Edit___Lost Frequencies,
State Of Grace___Taylor Swift,
AllttA___AllttA,
Sick In The Head___The Lumineers,
Hit It___American Authors,
Snehithudaa___Srinivas,
luv(drunk)___Conro,
Esthetic___Martina Bower,
Waiting For Love___Avicii,
Bitter Sweet Symphony___The Verve,
Kamado Tanjiro No Uta___R A Y,
Good Vibe___BRKLYN,
"Jigelu Rani (From ""Rangasthalam"")___Rela Kumar",
Gorilla___Bruno Mars,
"Raging - Live from Irving Plaza, NYC, 4 Dec 2018___Kodaline",
I Miss The Future___Lost Kings,
All For Us___Wahlstedt,
Nightingale (Scaled Down Version)___Lo Mimieux,
Floating Through The Sky___Awakend,
Crave___Parachute,
Safarnama___Lucky Ali,
Head Held High___Kodaline,
La La Bheemla___Arun Kaundinya,
Into You - Acoustic Version___Matisse & Sadko,
Unconditionally___Katy Perry,
Life Drop___Millie S,
Who Do You Love___The Chainsmokers,
Hands___Mike Perry,
Sunflower - Spider-Man: Into the Spider-Verse___Post Malone,
Warriors___Papa Roach,
Raise Your Glass___P!nk,
Follow___SAINT PHNX,
Pixels and Pancakes___Harsh Vaibhav,
Fancy Like___Walker Hayes,
Stronger___The Score,
Zenzenzense - English Version___RADWIMPS,
I Don't Care (with Justin Bieber)___Ed Sheeran,
What's Love Got to Do with It___Kygo,
Spotless___Martin Garrix,
Wasted Love___John De Sohn,
In the End___Linkin Park,
Life Moves On___FINNEAS,
I Want It All___Arctic Monkeys,
Under Cover of Darkness___The Strokes,
More Than Friends___Mokita,
Dream___Imagine Dragons,
Whatever It Takes___Imagine Dragons,
Young___Parachute,
Never Go Back - Robin Schulz Remix___Dennis Lloyd,
Silhouettes___Shallou,
Cure for the Itch___Linkin Park,
Fragment___Ever So Blue,
!!!!!!!___Billie Eilish,
Talk (feat. Disclosure)___Khalid,
Fake Tales Of San Francisco___Arctic Monkeys,
Dancing With A Stranger (with Normani)___Sam Smith,
Pura Vida___Yulia Niko,
Dil Nahin Todna___Zahrah S Khan,
Remind Me to Forget - Hook N Sling Remix___Kygo,
Unknown___Jacob Banks,
Drag Me Down___One Direction,
Male Fantasy___Billie Eilish,
